  0.00000000,   0.00000000,   0.00000000,  -0.42384967,   0.42384967,  -0.29970698,   0.00000000,   0.00000000,   0.00000000,  -0.42384967,  -0.29970698,   0.42384967
  0.00000000,   1.00000000,   0.00000000,   0.42384967,  -0.42384967,   0.29970698,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.29970698,   0.00000000
  0.00000000,   0.00000000,   2.00000000,  -0.29970698,   0.29970698,  -0.21192484,   0.00000000,   0.00000000,   0.00000000,   0.29970698,   0.21192484,  -0.29970698
 -0.42384967,   0.42384967,  -0.29970698,   0.00000000,   0.00000000,   0.00000000,  -0.42384967,  -0.29970698,   0.42384967,   0.00000000,   0.00000000,   0.00000000
  0.42384967,  -0.42384967,   0.29970698,   0.00000000,   1.00000000,   0.00000000,   0.00000000,  -0.29970698,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 -0.29970698,   0.29970698,  -0.21192484,   0.00000000,   0.00000000,   2.00000000,   0.29970698,   0.21192484,  -0.29970698,   0.00000000,   0.00000000,   0.00000000
  0.00000000,   0.00000000,   0.00000000,  -0.42384967,   0.00000000,   0.29970698,   1.00000000,   0.00000000,   0.00000000,  -0.42384967,  -0.29970698,   0.00000000
  0.00000000,   0.00000000,   0.00000000,  -0.29970698,  -0.29970698,   0.21192484,   0.00000000,   2.00000000,   0.00000000,  -0.29970698,  -0.21192484,  -0.29970698
  0.00000000,   0.00000000,   0.00000000,   0.42384967,   0.00000000,  -0.29970698,   0.00000000,   0.00000000,   2.00000000,   0.00000000,  -0.29970698,   0.00000000
 -0.42384967,   0.00000000,   0.29970698,   0.00000000,   0.00000000,   0.00000000,  -0.42384967,  -0.29970698,   0.00000000,   1.00000000,   0.00000000,   0.00000000
 -0.29970698,  -0.29970698,   0.21192484,   0.00000000,   0.00000000,   0.00000000,  -0.29970698,  -0.21192484,  -0.29970698,   0.00000000,   2.00000000,   0.00000000
  0.42384967,   0.00000000,  -0.29970698,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.29970698,   0.00000000,   0.00000000,   0.00000000,   2.00000000
